2026-07-18 19:31:30,645 - INFO - ============Extraindo dados...==============

2026-07-18 19:31:31,057 - INFO - Dados extraídos com sucesso!

2026-07-18 19:31:31,057 - INFO - ============Iniciando a transformação dos dados...==============
2026-07-18 19:31:31,186 - INFO - Dados transformados e padronizados!

2026-07-18 19:31:31,186 - INFO - Iniciando a conexão com o o banco de dados...
2026-07-18 19:31:31,314 - INFO - Dados carregados no banco!

2026-07-19 12:50:10,919 - INFO - ===========INICIANDO PIPELINE E MODELAGEM DOS DADOS=============
2026-07-19 12:50:10,919 - INFO - Extraindo dados...

2026-07-19 12:50:11,567 - INFO - Dados extraídos com sucesso!

2026-07-19 12:50:11,567 - INFO - Iniciando a transformação dos dados de origem...
2026-07-19 12:50:11,582 - INFO - Dados transformados e padronizados!

2026-07-19 12:50:11,582 - INFO - Criando tabelas de dimensão...
2026-07-19 12:50:11,585 - INFO - Tabelas criadas com sucesso!
2026-07-19 12:50:11,586 - INFO - Iniciando conexão com o banco de dados...
2026-07-19 12:50:11,778 - INFO - Conexão criada
2026-07-19 12:50:11,778 - INFO - Encaminhando as tabelas dimensionais para o banco de dados...
2026-07-19 12:50:11,826 - INFO - Tabelas de dimensão enviadas para o banco de dados.
2026-07-19 12:50:11,826 - INFO - Consultando tabelas de dimensão...
2026-07-19 12:50:11,844 - INFO - Criando tabela de fatos...
2026-07-19 12:50:11,848 - INFO - Enviando tabela de fatos para o banco de dados...
2026-07-19 12:50:11,863 - INFO - Criando tabela de ponte entre skills e vagas...
2026-07-19 12:50:11,869 - INFO - Tabela criada e enviada para o banco.
2026-07-19 12:50:11,869 - INFO - ==================PIPELINE FINALIZADO==================
2026-07-19 12:53:42,091 - INFO - ===========INICIANDO PIPELINE E MODELAGEM DOS DADOS=============
2026-07-19 12:53:42,091 - INFO - Extraindo dados...

2026-07-19 12:53:42,622 - INFO - Dados extraídos com sucesso!

2026-07-19 12:53:42,622 - INFO - Iniciando a transformação dos dados de origem...
2026-07-19 12:53:42,636 - INFO - Dados transformados e padronizados!

2026-07-19 12:53:42,637 - INFO - Criando tabelas de dimensão...
2026-07-19 12:53:42,640 - INFO - Tabelas criadas com sucesso!
2026-07-19 12:53:42,641 - INFO - Iniciando conexão com o banco de dados...
2026-07-19 12:53:42,831 - INFO - Conexão criada
2026-07-19 12:53:42,831 - INFO - Encaminhando as tabelas dimensionais para o banco de dados...
2026-07-19 12:53:42,889 - INFO - Tabelas de dimensão enviadas para o banco de dados.
2026-07-19 12:53:42,890 - INFO - Consultando tabelas de dimensão...
2026-07-19 12:53:42,919 - INFO - Criando tabela de fatos...
2026-07-19 12:53:42,923 - INFO - Enviando tabela de fatos para o banco de dados...
2026-07-19 12:53:42,943 - INFO - Criando tabela de ponte entre skills e vagas...
2026-07-19 12:53:42,947 - INFO - Tabela criada e enviada para o banco.
2026-07-19 12:53:42,947 - INFO - ==================PIPELINE FINALIZADO==================
2026-07-19 12:55:55,632 - INFO - ===========INICIANDO PIPELINE E MODELAGEM DOS DADOS=============
2026-07-19 12:55:55,632 - INFO - Extraindo dados...

2026-07-19 12:55:56,154 - INFO - Dados extraídos com sucesso!

2026-07-19 12:55:56,154 - INFO - Iniciando a transformação dos dados de origem...
2026-07-19 12:55:56,183 - INFO - Dados transformados e padronizados!

2026-07-19 12:55:56,183 - INFO - Criando tabelas de dimensão...
2026-07-19 12:55:56,190 - INFO - Tabelas criadas com sucesso!
2026-07-19 12:55:56,190 - INFO - Iniciando conexão com o banco de dados...
2026-07-19 12:55:56,314 - INFO - Conexão criada
2026-07-19 12:55:56,314 - INFO - Encaminhando as tabelas dimensionais para o banco de dados...
2026-07-19 12:55:56,375 - INFO - Tabelas de dimensão enviadas para o banco de dados.
2026-07-19 12:55:56,376 - INFO - Consultando tabelas de dimensão...
2026-07-19 12:55:56,393 - INFO - Criando tabela de fatos...
2026-07-19 12:55:56,396 - INFO - Enviando tabela de fatos para o banco de dados...
2026-07-19 12:55:56,416 - INFO - Criando tabela de ponte entre skills e vagas...
2026-07-19 12:55:56,420 - INFO - Tabela criada e enviada para o banco.
2026-07-19 12:55:56,421 - INFO - ==================PIPELINE FINALIZADO==================
